id,counter,is_reading_room,latitude,longitude,name
8615939373,33,true,42.0027424,21.4120526,БРАЌА МИЛАДИНОВЦИ
386718936,,false,41.4340077,22.0124363,Fetkin
470029607,28,true,42.2055718,22.3361557,Gradska Biblioteka
